Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
98409,121151,Female,disloyal Customer,36,Business travel,Eco,853,2,2,2,3,2,4,4,3,4,2,2,4,3,4,0,34.0,neutral or dissatisfied
67434,105262,Male,Loyal Customer,43,Business travel,Business,2106,5,1,5,5,2,5,4,4,4,4,4,3,4,3,0,0.0,satisfied
94542,118380,Female,Loyal Customer,49,Business travel,Business,1866,4,4,4,4,2,5,5,4,4,5,4,4,4,4,0,0.0,satisfied
46471,39641,Male,Loyal Customer,48,Business travel,Eco,1190,1,5,4,4,1,1,1,1,2,5,1,1,1,1,25,60.0,neutral or dissatisfied
42634,84001,Male,Loyal Customer,69,Personal Travel,Eco,373,2,0,2,5,2,2,2,2,4,4,5,5,5,2,0,0.0,neutral or dissatisfied
93829,76403,Female,Loyal Customer,11,Personal Travel,Eco Plus,931,2,4,2,2,5,2,5,5,3,2,4,5,4,5,2,3.0,neutral or dissatisfied
42167,105938,Female,Loyal Customer,44,Personal Travel,Eco,1491,1,5,1,3,4,5,1,1,1,1,1,3,1,3,0,8.0,neutral or dissatisfied
55879,75954,Male,Loyal Customer,53,Business travel,Business,2305,3,5,5,5,3,4,3,3,3,3,3,3,3,1,0,0.0,neutral or dissatisfied
29585,14340,Male,Loyal Customer,14,Personal Travel,Eco,395,1,5,2,1,2,2,2,4,4,5,4,2,4,2,519,516.0,neutral or dissatisfied
64928,50902,Female,Loyal Customer,10,Personal Travel,Eco,86,4,2,4,3,4,4,4,4,2,1,4,1,3,4,0,0.0,neutral or dissatisfied
100564,12029,Male,disloyal Customer,42,Business travel,Business,351,3,3,3,4,2,3,2,2,3,3,3,4,4,2,0,0.0,neutral or dissatisfied
10166,89742,Female,Loyal Customer,10,Personal Travel,Eco,944,3,4,3,1,3,1,1,5,5,2,1,1,4,1,198,197.0,neutral or dissatisfied
69472,23960,Male,Loyal Customer,25,Business travel,Business,2814,3,3,3,3,4,4,4,4,2,1,2,2,3,4,0,0.0,satisfied
19185,101686,Male,Loyal Customer,25,Business travel,Business,1500,2,2,2,2,2,2,2,2,2,4,2,4,1,2,53,44.0,neutral or dissatisfied
9757,13578,Male,Loyal Customer,14,Personal Travel,Eco,227,1,5,1,2,4,1,5,4,5,2,4,4,4,4,33,64.0,neutral or dissatisfied
72031,127157,Male,Loyal Customer,40,Personal Travel,Eco,651,2,1,1,2,1,1,1,1,3,3,2,1,2,1,0,0.0,neutral or dissatisfied
93206,77374,Female,disloyal Customer,24,Business travel,Business,626,3,4,3,3,1,3,2,1,3,2,4,2,3,1,0,0.0,neutral or dissatisfied
11453,109880,Female,Loyal Customer,40,Business travel,Eco,1011,3,3,3,3,3,3,3,3,4,3,4,4,4,3,0,0.0,neutral or dissatisfied
94648,94635,Female,Loyal Customer,54,Business travel,Business,1707,2,2,3,2,4,5,4,3,3,4,3,5,3,3,0,0.0,satisfied
49242,49891,Female,disloyal Customer,40,Business travel,Business,308,3,3,3,1,4,3,4,4,2,3,3,4,2,4,0,0.0,satisfied
50527,39612,Female,Loyal Customer,59,Personal Travel,Eco,954,1,4,1,3,4,1,2,5,5,1,5,3,5,2,0,8.0,neutral or dissatisfied
57969,128099,Male,Loyal Customer,50,Personal Travel,Eco,2917,4,4,3,3,3,3,3,4,4,3,5,3,4,3,0,13.0,neutral or dissatisfied
54020,90845,Female,Loyal Customer,72,Business travel,Business,2397,2,5,5,5,1,3,4,2,2,2,2,3,2,3,0,0.0,neutral or dissatisfied
93199,73461,Female,Loyal Customer,14,Personal Travel,Eco,1144,1,5,1,2,2,1,2,2,2,5,5,5,1,2,0,18.0,neutral or dissatisfied
32154,113368,Female,disloyal Customer,24,Business travel,Business,407,4,0,5,2,2,5,2,2,5,3,4,3,5,2,29,22.0,satisfied
4654,937,Male,Loyal Customer,61,Business travel,Business,3504,2,5,5,5,3,4,3,2,2,2,2,1,2,3,127,124.0,neutral or dissatisfied
60384,5835,Female,Loyal Customer,27,Business travel,Business,273,1,1,1,1,5,4,5,5,5,3,4,5,5,5,0,0.0,satisfied
92681,63979,Female,Loyal Customer,10,Personal Travel,Eco Plus,1192,2,4,2,1,5,2,5,5,4,5,4,3,4,5,6,17.0,neutral or dissatisfied
47062,52420,Male,Loyal Customer,20,Personal Travel,Eco,261,2,4,2,2,2,2,2,2,1,3,5,5,1,2,0,0.0,neutral or dissatisfied
95677,120239,Female,Loyal Customer,68,Personal Travel,Eco,1325,2,4,2,3,2,3,5,3,3,2,2,4,3,3,0,0.0,neutral or dissatisfied
1324,121619,Male,Loyal Customer,39,Personal Travel,Eco,936,3,2,3,4,5,3,5,5,3,5,4,2,3,5,0,8.0,neutral or dissatisfied
13806,61952,Male,Loyal Customer,41,Business travel,Business,2052,2,2,2,2,3,4,5,3,3,3,3,3,3,5,4,0.0,satisfied
71166,26347,Female,Loyal Customer,9,Business travel,Eco Plus,873,3,1,4,1,3,3,4,3,2,5,4,1,4,3,60,53.0,neutral or dissatisfied
10392,71958,Female,Loyal Customer,43,Business travel,Business,1440,1,1,2,1,5,4,4,4,4,4,4,5,4,4,0,0.0,satisfied
40068,23931,Male,Loyal Customer,15,Business travel,Eco Plus,589,5,3,4,3,5,5,4,5,2,2,4,3,1,5,0,2.0,satisfied
19605,128059,Female,Loyal Customer,61,Personal Travel,Eco Plus,735,2,4,2,4,4,3,3,1,1,2,5,2,1,4,0,9.0,neutral or dissatisfied
83357,6073,Male,Loyal Customer,60,Personal Travel,Eco,925,2,5,2,3,2,2,2,2,4,2,2,3,3,2,0,11.0,neutral or dissatisfied
94700,51978,Female,Loyal Customer,21,Personal Travel,Eco,347,5,4,5,2,2,5,2,2,4,4,4,3,5,2,0,0.0,satisfied
92431,25594,Female,Loyal Customer,21,Personal Travel,Eco,874,3,4,3,2,2,3,2,2,3,2,5,5,1,2,0,0.0,neutral or dissatisfied
64614,123995,Female,disloyal Customer,19,Business travel,Business,184,0,0,0,3,5,0,5,5,5,5,5,3,4,5,0,0.0,satisfied
70259,57235,Female,Loyal Customer,64,Personal Travel,Eco Plus,1514,3,4,3,3,3,3,2,3,3,3,1,5,3,4,0,0.0,neutral or dissatisfied
53734,22857,Female,Loyal Customer,18,Personal Travel,Eco,170,2,2,2,4,2,2,1,2,3,3,4,3,3,2,27,23.0,neutral or dissatisfied
67492,6940,Female,Loyal Customer,42,Business travel,Eco,501,2,1,1,1,4,4,3,3,3,2,3,4,3,4,0,22.0,neutral or dissatisfied
62118,1428,Female,Loyal Customer,45,Business travel,Business,2978,3,2,2,2,4,3,3,2,2,2,3,3,2,2,0,0.0,neutral or dissatisfied
77057,126809,Female,Loyal Customer,62,Business travel,Business,2077,3,3,3,3,3,5,4,5,5,5,5,5,5,4,0,0.0,satisfied
94867,103745,Male,Loyal Customer,51,Business travel,Business,3248,2,2,2,2,4,5,4,4,4,4,4,5,4,4,20,0.0,satisfied
10101,31408,Female,Loyal Customer,60,Business travel,Eco,1546,4,4,4,4,3,5,3,4,4,4,4,2,4,2,4,7.0,satisfied
51862,63467,Female,Loyal Customer,25,Business travel,Business,2689,5,5,5,5,5,5,5,5,5,5,5,4,5,5,0,0.0,satisfied
17792,88549,Male,Loyal Customer,50,Personal Travel,Eco,240,1,3,1,4,3,1,3,3,3,2,4,3,4,3,0,3.0,neutral or dissatisfied
25507,118868,Male,Loyal Customer,68,Personal Travel,Eco Plus,651,2,5,2,3,1,2,1,1,3,1,2,4,4,1,89,92.0,neutral or dissatisfied
28419,87656,Male,Loyal Customer,8,Business travel,Business,606,2,2,2,2,2,2,2,2,4,2,2,2,2,2,4,0.0,neutral or dissatisfied
62197,121170,Male,Loyal Customer,58,Personal Travel,Eco,2402,3,4,3,3,3,5,4,4,5,5,4,4,3,4,0,0.0,neutral or dissatisfied
56419,63913,Male,disloyal Customer,18,Business travel,Business,1192,2,4,2,3,3,2,3,3,1,5,4,4,4,3,0,2.0,neutral or dissatisfied
71450,55456,Male,Loyal Customer,50,Business travel,Business,827,2,2,2,2,3,3,4,2,2,2,2,4,2,1,0,0.0,neutral or dissatisfied
99506,8569,Male,Loyal Customer,39,Business travel,Business,2455,0,5,0,4,5,5,4,1,1,1,1,4,1,3,5,6.0,satisfied
9814,21648,Male,Loyal Customer,52,Personal Travel,Eco Plus,780,5,4,5,5,2,5,2,2,5,2,5,4,5,2,21,12.0,satisfied
53206,85199,Female,disloyal Customer,25,Business travel,Eco,1282,1,1,1,3,5,1,5,5,2,3,4,1,4,5,21,14.0,neutral or dissatisfied
20711,91998,Male,Loyal Customer,19,Personal Travel,Eco,236,3,3,0,3,1,0,1,1,2,3,4,2,3,1,0,0.0,neutral or dissatisfied
42828,81201,Female,Loyal Customer,43,Business travel,Business,1426,4,4,4,4,4,4,4,4,4,4,4,4,4,3,0,0.0,satisfied
41273,107481,Male,Loyal Customer,54,Business travel,Eco,711,1,5,2,2,1,1,1,1,1,1,3,1,3,1,0,8.0,neutral or dissatisfied
50896,12478,Male,Loyal Customer,26,Personal Travel,Eco,192,3,4,0,4,3,0,5,3,3,4,5,4,5,3,0,1.0,neutral or dissatisfied
48463,103498,Female,Loyal Customer,31,Business travel,Business,1047,2,2,2,2,5,5,5,5,3,2,5,3,5,5,65,63.0,satisfied
10856,1079,Female,Loyal Customer,58,Personal Travel,Eco,164,3,2,3,4,5,3,4,2,2,3,1,4,2,3,19,27.0,neutral or dissatisfied
84424,75181,Male,Loyal Customer,49,Business travel,Business,1726,5,5,5,5,4,3,4,5,5,5,5,5,5,5,0,0.0,satisfied
99339,50962,Female,Loyal Customer,40,Personal Travel,Eco,363,3,1,3,3,2,3,2,2,1,1,3,2,4,2,6,1.0,neutral or dissatisfied
2585,56679,Male,Loyal Customer,16,Personal Travel,Eco,937,4,5,4,3,3,4,3,3,5,4,4,5,4,3,2,8.0,neutral or dissatisfied
40771,105203,Female,Loyal Customer,13,Personal Travel,Eco Plus,289,0,3,0,5,2,0,2,2,2,5,3,4,2,2,1,3.0,satisfied
45105,65558,Female,Loyal Customer,54,Business travel,Business,3519,4,4,4,4,4,5,5,5,5,5,5,4,5,5,10,8.0,satisfied
9044,40439,Female,Loyal Customer,50,Business travel,Business,1772,4,3,3,3,2,3,4,3,3,3,4,4,3,4,66,62.0,neutral or dissatisfied
59579,123453,Male,Loyal Customer,57,Business travel,Business,2125,3,3,3,3,4,5,5,5,5,5,5,4,5,5,0,0.0,satisfied
79390,27330,Female,Loyal Customer,22,Business travel,Business,3999,2,2,2,2,3,3,3,3,4,4,3,1,5,3,0,0.0,satisfied
5159,92066,Female,Loyal Customer,39,Business travel,Business,1535,3,3,5,3,5,4,4,5,5,5,5,5,5,5,0,0.0,satisfied
80596,46122,Male,Loyal Customer,30,Business travel,Eco,627,5,5,3,5,5,5,5,5,5,2,3,5,2,5,3,0.0,satisfied
6282,100476,Male,disloyal Customer,28,Business travel,Business,580,4,4,4,5,1,4,3,1,5,5,5,5,5,1,37,31.0,satisfied
38732,70650,Male,Loyal Customer,24,Business travel,Business,1974,3,3,3,3,4,4,4,4,3,4,5,4,4,4,113,116.0,satisfied
75155,34908,Female,Loyal Customer,33,Business travel,Business,1769,3,3,3,3,5,3,5,4,4,4,4,5,4,5,0,0.0,satisfied
92068,3508,Female,Loyal Customer,51,Business travel,Eco,568,2,1,1,1,5,5,4,2,2,2,2,5,2,5,0,0.0,satisfied
10975,23790,Male,Loyal Customer,43,Business travel,Eco,438,4,2,4,2,4,4,4,4,1,1,5,3,2,4,0,0.0,satisfied
21247,10173,Male,disloyal Customer,21,Business travel,Eco,140,2,0,2,3,3,2,3,3,4,2,4,5,5,3,3,38.0,neutral or dissatisfied
94956,36368,Female,Loyal Customer,33,Business travel,Business,200,3,3,3,3,4,2,5,4,4,4,5,4,4,5,0,0.0,satisfied
15976,19905,Male,disloyal Customer,23,Business travel,Eco,343,1,2,1,4,5,1,3,5,4,1,3,1,4,5,11,10.0,neutral or dissatisfied
51823,20754,Male,Loyal Customer,66,Personal Travel,Eco,363,2,2,2,2,3,2,3,3,1,4,3,1,3,3,11,7.0,neutral or dissatisfied
46224,110520,Male,Loyal Customer,22,Business travel,Business,551,2,2,2,2,5,5,5,5,4,2,4,4,5,5,6,0.0,satisfied
424,48253,Female,Loyal Customer,56,Personal Travel,Eco,236,3,3,3,3,5,2,5,4,4,3,4,1,4,5,57,52.0,neutral or dissatisfied
26407,90232,Male,Loyal Customer,55,Personal Travel,Eco Plus,1084,4,4,4,3,5,4,5,5,3,3,4,3,5,5,0,0.0,neutral or dissatisfied
73604,128296,Male,Loyal Customer,44,Business travel,Business,370,1,1,1,1,5,4,5,2,2,2,2,4,2,3,0,0.0,satisfied
49836,69394,Female,disloyal Customer,43,Business travel,Eco,1035,2,2,2,3,4,2,4,4,3,2,2,3,3,4,0,25.0,neutral or dissatisfied
92184,128299,Female,Loyal Customer,40,Business travel,Business,3301,0,0,0,2,5,4,5,5,5,5,5,5,5,4,89,78.0,satisfied
24239,94949,Female,Loyal Customer,38,Business travel,Business,248,3,4,4,4,1,4,3,3,3,3,3,4,3,1,27,23.0,neutral or dissatisfied
25844,37258,Female,disloyal Customer,21,Business travel,Eco,1010,4,4,4,3,2,4,2,2,1,1,5,4,1,2,32,24.0,satisfied
64336,91791,Female,Loyal Customer,36,Personal Travel,Eco,590,3,5,3,3,2,3,2,2,5,2,5,3,4,2,0,0.0,neutral or dissatisfied
6383,66756,Female,disloyal Customer,22,Personal Travel,Eco,802,2,4,1,2,3,1,3,3,2,4,3,3,2,3,11,0.0,neutral or dissatisfied
67995,5002,Male,Loyal Customer,44,Business travel,Eco,502,3,4,5,4,2,3,2,2,3,1,3,2,2,2,0,0.0,neutral or dissatisfied
66074,44853,Female,Loyal Customer,30,Personal Travel,Eco,413,3,4,3,4,3,3,3,3,4,2,5,5,4,3,17,16.0,neutral or dissatisfied
4587,106864,Female,Loyal Customer,27,Business travel,Business,3183,1,1,1,1,4,4,4,4,3,5,4,4,4,4,0,0.0,satisfied
83935,38707,Male,Loyal Customer,20,Business travel,Business,2342,3,3,3,3,3,3,3,3,2,2,4,2,2,3,0,0.0,satisfied
16165,25227,Female,Loyal Customer,23,Business travel,Business,925,4,4,5,4,4,4,4,4,3,4,3,3,3,4,10,18.0,neutral or dissatisfied
102267,68096,Female,Loyal Customer,46,Business travel,Business,3743,5,5,4,5,5,5,5,5,5,5,5,4,5,5,0,0.0,satisfied
95264,59253,Female,Loyal Customer,57,Business travel,Business,3904,3,3,3,3,4,4,4,4,3,4,4,4,3,4,28,0.0,satisfied
79518,81380,Male,Loyal Customer,48,Business travel,Business,2224,1,1,1,1,4,5,4,4,4,4,4,5,4,3,3,0.0,satisfied
93149,20991,Male,disloyal Customer,40,Business travel,Eco Plus,689,1,0,0,3,3,0,3,3,1,1,4,3,4,3,0,1.0,neutral or dissatisfied
71654,8571,Male,Loyal Customer,50,Business travel,Business,1985,4,4,4,4,4,4,4,5,5,5,5,3,5,5,0,0.0,satisfied
55897,102402,Female,Loyal Customer,54,Personal Travel,Eco,223,4,0,4,3,4,4,5,5,5,4,5,4,5,3,52,46.0,satisfied
64340,20667,Female,Loyal Customer,46,Business travel,Eco,522,5,1,1,1,5,4,3,5,5,5,5,3,5,2,0,0.0,satisfied
84845,12488,Female,Loyal Customer,33,Business travel,Eco Plus,127,4,2,2,2,4,4,4,4,5,2,1,4,3,4,15,19.0,satisfied
94735,27147,Female,disloyal Customer,38,Business travel,Eco,1437,3,3,3,3,3,3,3,1,2,4,3,3,4,3,0,0.0,neutral or dissatisfied
47403,108216,Male,disloyal Customer,57,Business travel,Business,777,5,5,5,2,2,5,2,2,3,2,4,5,5,2,0,0.0,satisfied
93515,16157,Male,disloyal Customer,36,Business travel,Business,277,4,4,4,3,2,4,2,2,1,1,4,2,5,2,82,67.0,neutral or dissatisfied
54265,29251,Female,Loyal Customer,14,Business travel,Eco,834,4,5,5,5,4,4,4,4,4,5,4,5,5,4,0,14.0,satisfied
85391,115927,Male,disloyal Customer,54,Business travel,Eco,446,2,3,3,4,5,3,4,5,3,1,4,1,4,5,0,0.0,neutral or dissatisfied
103084,82639,Female,Loyal Customer,48,Business travel,Eco Plus,128,4,2,2,2,2,1,2,4,4,4,4,2,4,5,0,0.0,satisfied
69391,64567,Female,Loyal Customer,36,Business travel,Business,3171,0,0,0,3,2,4,4,2,2,5,5,5,2,4,0,0.0,satisfied
87042,63431,Male,Loyal Customer,19,Personal Travel,Eco,447,4,5,4,4,5,4,4,5,4,3,4,3,5,5,0,0.0,satisfied
26830,8476,Male,Loyal Customer,65,Business travel,Eco,1187,3,2,2,2,3,3,3,3,3,1,4,1,3,3,25,18.0,neutral or dissatisfied
35531,6931,Female,Loyal Customer,62,Personal Travel,Business,588,4,5,4,3,4,4,4,5,5,4,4,5,5,3,23,46.0,neutral or dissatisfied
14768,30565,Female,Loyal Customer,38,Business travel,Business,1768,1,1,1,1,5,5,4,4,4,4,4,4,4,1,0,0.0,satisfied
101778,127833,Male,Loyal Customer,33,Personal Travel,Eco,1044,3,3,3,4,5,3,4,5,4,3,3,5,1,5,0,17.0,neutral or dissatisfied
92640,95170,Female,Loyal Customer,11,Personal Travel,Eco,239,4,2,4,3,5,4,5,5,1,1,4,4,4,5,22,18.0,neutral or dissatisfied
42335,101254,Male,Loyal Customer,28,Business travel,Business,1910,3,3,3,3,4,4,4,4,4,4,4,4,4,4,24,18.0,satisfied
43961,26776,Male,Loyal Customer,17,Business travel,Business,1199,2,2,5,2,4,4,4,4,3,5,2,4,5,4,2,0.0,satisfied
44290,63157,Male,Loyal Customer,51,Business travel,Business,1604,3,3,3,3,2,4,4,4,4,4,4,3,4,4,0,0.0,satisfied
25477,110680,Female,Loyal Customer,27,Personal Travel,Eco,829,3,4,3,1,2,3,2,2,4,5,4,5,4,2,4,19.0,neutral or dissatisfied
100971,101186,Female,Loyal Customer,7,Personal Travel,Eco,1235,3,4,3,4,2,3,2,2,5,5,5,3,5,2,0,0.0,neutral or dissatisfied
94123,121980,Male,Loyal Customer,54,Business travel,Business,2214,2,2,2,2,4,4,5,4,4,4,4,5,4,5,1,2.0,satisfied
80543,15985,Female,disloyal Customer,27,Business travel,Eco,853,2,2,2,4,2,2,2,2,5,1,2,4,3,2,54,39.0,neutral or dissatisfied
100423,81031,Male,Loyal Customer,47,Business travel,Business,1399,1,5,5,5,4,3,3,1,1,1,1,2,1,3,0,0.0,neutral or dissatisfied
78398,37903,Female,disloyal Customer,22,Business travel,Business,937,0,5,0,1,5,0,5,5,1,4,3,5,2,5,5,12.0,satisfied
59356,65069,Male,Loyal Customer,40,Personal Travel,Eco,190,4,5,4,1,5,4,4,5,5,2,5,3,5,5,0,0.0,neutral or dissatisfied
31331,59469,Female,Loyal Customer,43,Business travel,Business,811,3,3,2,3,2,5,4,5,5,5,5,3,5,5,0,0.0,satisfied
102999,110202,Female,Loyal Customer,21,Personal Travel,Eco Plus,979,3,5,3,1,2,3,2,2,3,5,5,3,4,2,0,3.0,neutral or dissatisfied
4988,104217,Female,Loyal Customer,45,Business travel,Eco,680,2,2,5,5,1,3,4,2,2,2,2,2,2,2,46,47.0,neutral or dissatisfied
32014,22318,Female,Loyal Customer,34,Business travel,Business,1644,0,4,0,3,1,4,2,5,5,5,5,5,5,5,0,0.0,satisfied
26178,23488,Female,Loyal Customer,38,Business travel,Eco Plus,488,4,4,4,4,4,4,4,4,1,2,5,4,2,4,12,19.0,satisfied
14558,78567,Female,Loyal Customer,40,Business travel,Business,630,1,1,1,1,3,5,5,3,3,3,3,4,3,3,0,0.0,satisfied
50897,103286,Male,Loyal Customer,46,Business travel,Business,872,5,5,5,5,5,4,4,5,5,5,5,5,5,4,0,0.0,satisfied
75778,47647,Female,Loyal Customer,24,Business travel,Business,1464,2,2,2,2,4,4,4,4,1,4,5,1,3,4,0,0.0,satisfied
40110,95442,Male,Loyal Customer,32,Business travel,Business,248,0,1,1,3,4,4,4,4,3,2,4,5,4,4,77,81.0,satisfied
3289,85803,Female,Loyal Customer,33,Business travel,Business,3705,1,1,1,1,4,3,4,1,1,1,1,3,1,4,0,14.0,neutral or dissatisfied
50042,36959,Male,disloyal Customer,24,Business travel,Eco,667,2,5,2,4,2,2,1,2,1,2,4,2,4,2,0,0.0,neutral or dissatisfied
60916,98465,Male,disloyal Customer,38,Business travel,Business,210,3,3,3,4,1,3,1,1,5,2,5,3,5,1,0,0.0,neutral or dissatisfied
103018,46206,Female,Loyal Customer,53,Business travel,Business,679,2,4,4,4,2,3,3,2,2,2,2,2,2,2,0,0.0,neutral or dissatisfied
88518,1654,Female,Loyal Customer,53,Business travel,Business,2230,3,3,3,3,3,5,5,3,3,3,3,5,3,3,6,3.0,satisfied
28735,79374,Male,disloyal Customer,45,Business travel,Business,502,5,5,5,4,2,5,2,2,5,5,4,4,5,2,0,0.0,satisfied
43138,10156,Female,disloyal Customer,31,Business travel,Eco,1195,1,1,1,3,1,3,3,1,5,3,3,3,4,3,145,155.0,neutral or dissatisfied
65698,18760,Male,Loyal Customer,38,Business travel,Eco,926,3,2,2,2,3,3,3,2,5,4,4,3,4,3,157,146.0,neutral or dissatisfied
37040,68282,Male,Loyal Customer,28,Personal Travel,Eco Plus,432,3,1,5,1,5,5,5,5,4,3,1,1,1,5,0,0.0,neutral or dissatisfied
101570,49531,Male,Loyal Customer,57,Business travel,Eco,266,5,3,3,3,5,5,5,5,3,4,5,3,2,5,0,6.0,satisfied
103186,74568,Female,Loyal Customer,43,Business travel,Business,1438,4,3,3,3,2,3,4,4,4,4,4,4,4,4,29,7.0,neutral or dissatisfied
12505,52219,Male,Loyal Customer,36,Business travel,Business,509,5,5,5,5,3,5,4,5,5,5,5,2,5,4,14,5.0,satisfied
99079,81070,Male,Loyal Customer,49,Business travel,Business,931,1,1,1,1,4,5,4,4,4,4,4,5,4,5,0,0.0,satisfied
2489,44773,Male,Loyal Customer,31,Business travel,Business,1820,2,2,2,2,2,2,2,2,3,3,3,1,3,2,0,1.0,neutral or dissatisfied
5732,70437,Female,Loyal Customer,54,Business travel,Business,3801,1,5,5,5,5,3,3,4,4,3,1,1,4,4,38,28.0,neutral or dissatisfied
46028,33074,Female,Loyal Customer,29,Personal Travel,Eco,163,4,3,4,3,4,4,4,4,4,1,4,1,4,4,0,0.0,neutral or dissatisfied
35329,106221,Male,Loyal Customer,33,Business travel,Business,471,1,3,1,1,4,4,4,4,3,3,4,5,4,4,0,0.0,satisfied
80074,88817,Male,Loyal Customer,46,Business travel,Eco Plus,545,3,1,1,1,3,3,3,3,3,2,3,3,3,3,74,86.0,neutral or dissatisfied
66281,45144,Male,Loyal Customer,57,Business travel,Eco,174,5,4,4,4,5,5,5,5,1,2,3,4,2,5,48,49.0,satisfied
15017,38588,Male,Loyal Customer,37,Personal Travel,Eco Plus,2586,2,5,2,3,4,2,4,4,3,2,4,5,4,4,1,0.0,neutral or dissatisfied
35901,127089,Male,disloyal Customer,18,Business travel,Eco,651,4,0,4,5,4,4,4,4,3,5,4,4,3,4,1,0.0,neutral or dissatisfied
101339,53914,Female,Loyal Customer,50,Personal Travel,Eco,191,1,4,1,4,3,4,4,2,2,1,2,1,2,3,10,0.0,neutral or dissatisfied
134,51013,Female,Loyal Customer,44,Personal Travel,Eco,326,2,0,2,2,2,3,5,1,1,2,1,2,1,5,0,0.0,neutral or dissatisfied
93443,22207,Female,Loyal Customer,59,Personal Travel,Eco,773,4,4,4,4,4,5,4,5,5,4,5,4,5,5,21,23.0,neutral or dissatisfied
26943,15395,Male,disloyal Customer,44,Business travel,Eco,306,2,4,2,3,1,2,1,1,2,3,4,2,5,1,0,0.0,neutral or dissatisfied
92838,22662,Male,Loyal Customer,59,Business travel,Business,2010,4,4,4,4,4,4,5,4,4,4,4,3,4,3,0,4.0,satisfied
67017,102689,Male,Loyal Customer,39,Business travel,Eco,255,3,5,5,5,3,3,3,3,4,3,3,4,3,3,0,0.0,neutral or dissatisfied
96590,6901,Male,Loyal Customer,38,Business travel,Eco,265,4,3,3,3,4,4,4,4,3,2,4,3,3,4,44,54.0,neutral or dissatisfied
69783,111594,Female,disloyal Customer,15,Business travel,Business,883,0,5,0,4,1,5,1,1,3,2,4,5,5,1,0,0.0,satisfied
55690,106010,Female,Loyal Customer,23,Personal Travel,Eco,1999,2,3,1,1,2,1,2,2,2,1,5,3,1,2,14,24.0,neutral or dissatisfied
30060,23078,Male,Loyal Customer,22,Personal Travel,Eco,1174,2,4,2,5,4,2,4,4,4,2,3,3,4,4,0,7.0,neutral or dissatisfied
70896,48847,Male,Loyal Customer,41,Personal Travel,Business,250,2,4,2,1,4,4,5,3,3,2,1,5,3,5,0,0.0,neutral or dissatisfied
78603,121802,Female,Loyal Customer,43,Business travel,Business,2075,1,1,1,1,2,4,4,5,5,5,5,3,5,4,50,31.0,satisfied
46915,32748,Female,Loyal Customer,33,Business travel,Eco,101,4,5,5,5,4,4,4,4,3,4,5,3,5,4,0,0.0,satisfied
90885,37938,Female,Loyal Customer,7,Personal Travel,Eco,1065,4,5,4,2,2,4,2,2,5,2,5,4,4,2,2,0.0,neutral or dissatisfied
74640,16480,Female,Loyal Customer,53,Business travel,Business,2531,0,0,0,5,2,2,2,4,5,5,5,2,3,2,202,186.0,satisfied
102949,91442,Male,disloyal Customer,54,Business travel,Business,859,2,2,2,3,1,2,1,1,3,2,4,5,5,1,0,0.0,neutral or dissatisfied
75024,78829,Female,Loyal Customer,37,Personal Travel,Eco,554,2,5,2,5,2,2,1,2,3,2,4,3,5,2,0,0.0,neutral or dissatisfied
60188,100031,Female,disloyal Customer,58,Business travel,Business,277,4,4,4,3,5,4,1,5,4,5,4,5,4,5,0,0.0,satisfied
19258,49059,Female,disloyal Customer,21,Business travel,Eco,109,4,5,5,4,3,5,3,3,3,4,1,4,5,3,34,35.0,neutral or dissatisfied
60020,3571,Female,Loyal Customer,54,Personal Travel,Eco,227,3,4,3,3,3,4,4,3,3,3,3,5,3,5,0,6.0,neutral or dissatisfied
86301,105857,Female,disloyal Customer,12,Business travel,Eco,925,1,1,1,4,3,1,3,3,2,4,4,3,3,3,0,0.0,neutral or dissatisfied
37775,80628,Male,Loyal Customer,42,Business travel,Business,3609,2,2,2,2,5,5,5,5,5,5,5,5,5,5,0,0.0,satisfied
13842,14164,Male,Loyal Customer,18,Personal Travel,Business,620,4,4,4,4,3,4,3,3,4,2,5,5,5,3,0,0.0,satisfied
19636,98303,Female,Loyal Customer,27,Business travel,Eco Plus,1136,3,4,4,4,3,3,3,3,3,5,4,2,4,3,2,10.0,neutral or dissatisfied
101326,16495,Male,Loyal Customer,46,Business travel,Business,143,1,4,4,4,2,2,1,2,2,2,1,3,2,3,11,10.0,neutral or dissatisfied
64690,12080,Female,Loyal Customer,26,Business travel,Eco Plus,376,4,4,4,4,5,5,4,5,1,2,4,3,1,5,0,0.0,satisfied
100380,62735,Male,Loyal Customer,42,Business travel,Business,2449,5,5,5,5,3,3,4,4,4,4,4,4,4,3,0,0.0,satisfied
103232,90678,Female,disloyal Customer,37,Business travel,Business,444,4,4,4,5,3,4,1,3,3,5,5,3,5,3,19,15.0,satisfied
99907,90613,Female,Loyal Customer,20,Business travel,Business,2471,1,4,2,2,1,1,1,1,3,4,4,3,4,1,0,0.0,neutral or dissatisfied
64374,19502,Male,Loyal Customer,47,Business travel,Eco,566,3,4,4,4,3,3,3,3,4,1,3,4,3,3,0,0.0,neutral or dissatisfied
